temperature,path,camera_id,timestamp
25.0,1093/20140421_185407.jpg,1093,2014-04-21 12:53:00
24.4,1093/20140421_192404.jpg,1093,2014-04-21 11:53:00
9.4,1093/20140422_202356.jpg,1093,2014-04-22 12:53:00
6.1,1093/20140425_182358.jpg,1093,2014-04-25 10:53:00
9.4,1093/20140428_165402.jpg,1093,2014-04-28 10:53:00
15.6,1093/20140429_202358.jpg,1093,2014-04-29 12:53:00
8.0,1093/20140501_125400.jpg,1093,2014-05-01 10:07:00
9.4,1093/20140502_155358.jpg,1093,2014-05-02 10:43:00
13.3,1093/20140503_185407.jpg,1093,2014-05-03 12:53:00
12.8,1093/20140506_192409.jpg,1093,2014-05-06 11:53:00
13.9,1093/20140507_165404.jpg,1093,2014-05-07 10:53:00
16.0,1093/20140507_185409.jpg,1093,2014-05-07 12:53:00
16.7,1093/20140507_192403.jpg,1093,2014-05-07 11:53:00
22.2,1093/20140508_165408.jpg,1093,2014-05-08 10:53:00
23.9,1093/20140508_175359.jpg,1093,2014-05-08 11:53:00
24.4,1093/20140508_185400.jpg,1093,2014-05-08 12:53:00
18.9,1093/20140509_185406.jpg,1093,2014-05-09 12:53:00
17.8,1093/20140510_202356.jpg,1093,2014-05-10 12:53:00
23.0,1093/20140513_192403.jpg,1093,2014-05-13 11:53:00
7.2,1093/20140515_202403.jpg,1093,2014-05-15 12:45:00
21.7,1093/20140520_175408.jpg,1093,2014-05-20 11:53:00
22.2,1093/20140524_202354.jpg,1093,2014-05-24 12:53:00
25.6,1093/20140526_165402.jpg,1093,2014-05-26 10:53:00
26.7,1093/20140526_175402.jpg,1093,2014-05-26 11:53:00
28.0,1093/20140526_202411.jpg,1093,2014-05-26 12:53:00
16.7,1093/20140528_185358.jpg,1093,2014-05-28 12:53:00
19.4,1093/20140529_165357.jpg,1093,2014-05-29 10:53:00
22.8,1093/20140530_175404.jpg,1093,2014-05-30 11:53:00
27.2,1093/20140531_202403.jpg,1093,2014-05-31 12:53:00
16.7,1093/20140604_182357.jpg,1093,2014-06-04 10:53:00
20.6,1093/20140605_175405.jpg,1093,2014-06-05 11:53:00
26.7,1093/20140607_182403.jpg,1093,2014-06-07 10:53:00
26.7,1093/20140607_192404.jpg,1093,2014-06-07 11:53:00
21.1,1093/20140608_192356.jpg,1093,2014-06-08 11:53:00
22.8,1093/20140609_202355.jpg,1093,2014-06-09 12:53:00
18.3,1093/20140611_165406.jpg,1093,2014-06-11 10:53:00
18.3,1093/20140611_182411.jpg,1093,2014-06-11 10:53:00
14.4,1093/20140613_192356.jpg,1093,2014-06-13 11:53:00
21.1,1093/20140614_185402.jpg,1093,2014-06-14 12:53:00
22.8,1093/20140615_182408.jpg,1093,2014-06-15 10:53:00
26.7,1093/20140616_165406.jpg,1093,2014-06-16 10:53:00
23.3,1093/20140618_185403.jpg,1093,2014-06-18 12:53:00
20.0,1093/20140619_165403.jpg,1093,2014-06-19 10:45:00
22.2,1093/20140619_172400.jpg,1093,2014-06-19 12:16:00
22.8,1093/20140624_165407.jpg,1093,2014-06-24 12:31:00
20.0,1093/20140625_172401.jpg,1093,2014-06-25 10:40:00
22.8,1093/20140626_202417.jpg,1093,2014-06-26 12:53:00
27.8,1093/20140627_185408.jpg,1093,2014-06-27 12:53:00
23.3,1093/20140701_165356.jpg,1093,2014-07-01 10:53:00
20.6,1093/20140703_185359.jpg,1093,2014-07-03 12:53:00
20.6,1093/20140703_202410.jpg,1093,2014-07-03 12:53:00
23.3,1093/20140704_202358.jpg,1093,2014-07-04 12:53:00
24.4,1093/20140706_192404.jpg,1093,2014-07-06 11:53:00
27.2,1093/20140707_185402.jpg,1093,2014-07-07 12:53:00
25.0,1093/20140711_202403.jpg,1093,2014-07-11 12:53:00
23.3,1093/20140713_182405.jpg,1093,2014-07-13 10:53:00
25.0,1093/20140714_202404.jpg,1093,2014-07-14 12:53:00
25.6,1093/20140719_202400.jpg,1093,2014-07-19 12:53:00
28.3,1093/20140722_175411.jpg,1093,2014-07-22 11:53:00
21.1,1093/20140729_175406.jpg,1093,2014-07-29 11:53:00
25.0,1093/20140731_202354.jpg,1093,2014-07-31 12:53:00
28.3,1093/20140803_185406.jpg,1093,2014-08-03 12:53:00
