temperature,path,split,camera_id
25.0,1093/20140421_185407.jpg,val,1093
24.4,1093/20140421_192404.jpg,val,1093
9.4,1093/20140422_202356.jpg,val,1093
6.1,1093/20140425_182358.jpg,val,1093
9.4,1093/20140428_165402.jpg,val,1093
15.6,1093/20140429_202358.jpg,val,1093
8.0,1093/20140501_125400.jpg,val,1093
9.4,1093/20140502_155358.jpg,val,1093
13.3,1093/20140503_185407.jpg,val,1093
12.8,1093/20140506_192409.jpg,val,1093
13.9,1093/20140507_165404.jpg,val,1093
16.0,1093/20140507_185409.jpg,val,1093
16.7,1093/20140507_192403.jpg,val,1093
22.2,1093/20140508_165408.jpg,val,1093
23.9,1093/20140508_175359.jpg,val,1093
24.4,1093/20140508_185400.jpg,val,1093
18.9,1093/20140509_185406.jpg,val,1093
17.8,1093/20140510_202356.jpg,val,1093
23.0,1093/20140513_192403.jpg,val,1093
7.2,1093/20140515_202403.jpg,val,1093
21.7,1093/20140520_175408.jpg,val,1093
22.2,1093/20140524_202354.jpg,val,1093
25.6,1093/20140526_165402.jpg,val,1093
26.7,1093/20140526_175402.jpg,val,1093
28.0,1093/20140526_202411.jpg,val,1093
16.7,1093/20140528_185358.jpg,val,1093
19.4,1093/20140529_165357.jpg,val,1093
22.8,1093/20140530_175404.jpg,val,1093
27.2,1093/20140531_202403.jpg,val,1093
16.7,1093/20140604_182357.jpg,val,1093
20.6,1093/20140605_175405.jpg,val,1093
26.7,1093/20140607_182403.jpg,val,1093
26.7,1093/20140607_192404.jpg,val,1093
21.1,1093/20140608_192356.jpg,val,1093
22.8,1093/20140609_202355.jpg,val,1093
18.3,1093/20140611_165406.jpg,val,1093
18.3,1093/20140611_182411.jpg,val,1093
14.4,1093/20140613_192356.jpg,val,1093
21.1,1093/20140614_185402.jpg,val,1093
22.8,1093/20140615_182408.jpg,val,1093
26.7,1093/20140616_165406.jpg,val,1093
23.3,1093/20140618_185403.jpg,val,1093
20.0,1093/20140619_165403.jpg,val,1093
22.2,1093/20140619_172400.jpg,val,1093
22.8,1093/20140624_165407.jpg,val,1093
20.0,1093/20140625_172401.jpg,val,1093
22.8,1093/20140626_202417.jpg,val,1093
27.8,1093/20140627_185408.jpg,val,1093
23.3,1093/20140701_165356.jpg,val,1093
20.6,1093/20140703_185359.jpg,val,1093
20.6,1093/20140703_202410.jpg,val,1093
23.3,1093/20140704_202358.jpg,val,1093
24.4,1093/20140706_192404.jpg,val,1093
27.2,1093/20140707_185402.jpg,val,1093
25.0,1093/20140711_202403.jpg,val,1093
23.3,1093/20140713_182405.jpg,val,1093
25.0,1093/20140714_202404.jpg,val,1093
25.6,1093/20140719_202400.jpg,val,1093
28.3,1093/20140722_175411.jpg,val,1093
21.1,1093/20140729_175406.jpg,val,1093
25.0,1093/20140731_202354.jpg,val,1093
28.3,1093/20140803_185406.jpg,val,1093
27.2,1093/20140803_192409.jpg,val,1093
28.3,1093/20140803_202405.jpg,val,1093
27.2,1093/20140804_165401.jpg,val,1093
28.3,1093/20140804_175401.jpg,val,1093
26.7,1093/20140808_185359.jpg,val,1093
24.4,1093/20140811_182408.jpg,val,1093
20.0,1093/20140812_165402.jpg,val,1093
20.0,1093/20140814_192402.jpg,val,1093
23.3,1093/20140815_202402.jpg,val,1093
22.2,1093/20140817_182356.jpg,val,1093
21.1,1093/20140817_192357.jpg,val,1093
21.7,1093/20140818_175409.jpg,val,1093
25.0,1093/20140820_182406.jpg,val,1093
24.4,1093/20140822_175407.jpg,val,1093
25.0,1093/20140822_202406.jpg,val,1093
26.7,1093/20140826_202400.jpg,val,1093
22.2,1093/20140827_192357.jpg,val,1093
20.0,1093/20140829_175408.jpg,val,1093
24.4,1093/20140831_175406.jpg,val,1093
24.4,1093/20140831_192423.jpg,val,1093
23.9,1093/20140902_182411.jpg,val,1093
24.4,1093/20140902_202402.jpg,val,1093
23.9,1093/20140903_165406.jpg,val,1093
27.8,1093/20140905_152406.jpg,val,1093
18.9,1093/20140910_165355.jpg,val,1093
11.7,1093/20140913_192403.jpg,val,1093
17.8,1093/20140917_175403.jpg,val,1093
17.8,1093/20140918_202402.jpg,val,1093
13.3,1093/20140922_175409.jpg,val,1093
20.0,1093/20140924_175411.jpg,val,1093
17.8,1093/20140924_182408.jpg,val,1093
20.6,1093/20140925_185357.jpg,val,1093
18.9,1093/20140928_182355.jpg,val,1093
12.2,1093/20140930_172358.jpg,val,1093
13.3,1093/20141001_165410.jpg,val,1093
5.6,1093/20141004_185403.jpg,val,1093
13.9,1093/20141006_185400.jpg,val,1093
15.6,1093/20141007_175403.jpg,val,1093
13.3,1093/20141007_182408.jpg,val,1093
14.0,1093/20141008_202406.jpg,val,1093
3.0,3297/20130101_153118.jpg,train,3297
2.0,3297/20130102_153122.jpg,train,3297
4.0,3297/20130104_200121.jpg,train,3297
7.0,3297/20130106_190111.jpg,train,3297
5.0,3297/20130107_173125.jpg,train,3297
4.0,3297/20130110_200123.jpg,train,3297
-1.0,3297/20130112_153121.jpg,train,3297
2.0,3297/20130114_163116.jpg,train,3297
3.0,3297/20130117_190118.jpg,train,3297
3.0,3297/20130119_180131.jpg,train,3297
1.0,3297/20130120_163119.jpg,train,3297
0.0,3297/20130121_190127.jpg,train,3297
4.0,3297/20130126_190122.jpg,train,3297
3.0,3297/20130128_180135.jpg,train,3297
6.0,3297/20130129_173116.jpg,train,3297
5.0,3297/20130130_180142.jpg,train,3297
6.0,3297/20130131_190130.jpg,train,3297
5.0,3297/20130202_180116.jpg,train,3297
7.0,3297/20130205_180121.jpg,train,3297
7.0,3297/20130206_190118.jpg,train,3297
5.0,3297/20130210_153118.jpg,train,3297
8.0,3297/20130213_173119.jpg,train,3297
7.0,3297/20130216_200132.jpg,train,3297
6.0,3297/20130217_200123.jpg,train,3297
4.0,3297/20130218_153118.jpg,train,3297
6.0,3297/20130219_190131.jpg,train,3297
7.0,3297/20130222_163115.jpg,train,3297
6.0,3297/20130227_190123.jpg,train,3297
7.0,3297/20130302_190123.jpg,train,3297
6.0,3297/20130305_190129.jpg,train,3297
6.0,3297/20130305_200116.jpg,train,3297
8.0,3297/20130308_153118.jpg,train,3297
6.0,3297/20130312_200121.jpg,train,3297
10.0,3297/20130314_200123.jpg,train,3297
8.0,3297/20130316_173115.jpg,train,3297
6.0,3297/20130322_173120.jpg,train,3297
4.0,3297/20130322_190133.jpg,train,3297
7.0,3297/20130325_180134.jpg,train,3297
10.0,3297/20130327_173114.jpg,train,3297
7.0,3297/20130329_180135.jpg,train,3297
10.0,3297/20130330_163115.jpg,train,3297
11.0,3297/20130330_200133.jpg,train,3297
10.0,3297/20130331_153117.jpg,train,3297
12.0,3297/20130331_200135.jpg,train,3297
13.0,3297/20130401_190128.jpg,train,3297
10.0,3297/20130402_180113.jpg,train,3297
9.0,3297/20130404_200123.jpg,train,3297
7.0,3297/20130409_163119.jpg,train,3297
8.0,3297/20130409_200127.jpg,train,3297
9.0,3297/20130410_190120.jpg,train,3297
9.0,3297/20130411_163120.jpg,train,3297
10.0,3297/20130411_173116.jpg,train,3297
7.0,3297/20130412_163119.jpg,train,3297
9.0,3297/20130418_153114.jpg,train,3297
9.0,3297/20130420_163117.jpg,train,3297
9.0,3297/20130421_180137.jpg,train,3297
9.0,3297/20130421_190133.jpg,train,3297
9.0,3297/20130422_153117.jpg,train,3297
11.0,3297/20130422_200119.jpg,train,3297
10.0,3297/20130423_180129.jpg,train,3297
11.0,3297/20130424_153110.jpg,train,3297
11.0,3297/20130424_180122.jpg,train,3297
11.0,3297/20130425_180139.jpg,train,3297
14.0,3297/20130427_173119.jpg,train,3297
11.0,3297/20130427_180120.jpg,train,3297
9.0,3297/20130429_190137.jpg,train,3297
8.0,3297/20130430_180115.jpg,train,3297
8.0,3297/20130501_180119.jpg,train,3297
12.0,3297/20130502_190117.jpg,train,3297
16.0,3297/20130504_173123.jpg,train,3297
19.0,3297/20130506_190116.jpg,train,3297
17.0,3297/20130507_173116.jpg,train,3297
16.0,3297/20130509_173140.jpg,train,3297
15.0,3297/20130511_200133.jpg,train,3297
11.0,3297/20130515_153115.jpg,train,3297
13.0,3297/20130517_190133.jpg,train,3297
12.0,3297/20130520_183110.jpg,train,3297
11.0,3297/20130522_180125.jpg,train,3297
12.0,3297/20130527_180144.jpg,train,3297
11.0,3297/20130529_153117.jpg,train,3297
11.0,3297/20130529_163116.jpg,train,3297
15.0,3297/20130604_153122.jpg,train,3297
15.0,3297/20130604_190109.jpg,train,3297
17.0,3297/20130604_200115.jpg,train,3297
16.0,3297/20130606_190114.jpg,train,3297
14.0,3297/20130608_190127.jpg,train,3297
13.0,3297/20130612_180116.jpg,train,3297
15.0,3297/20130613_163125.jpg,train,3297
16.0,3297/20130613_200129.jpg,train,3297
18.0,3297/20130616_153114.jpg,train,3297
18.0,3297/20130616_180113.jpg,train,3297
17.0,3297/20130617_153120.jpg,train,3297
17.0,3297/20130617_180126.jpg,train,3297
17.0,3297/20130617_190113.jpg,train,3297
14.0,3297/20130620_190118.jpg,train,3297
14.0,3297/20130627_180125.jpg,train,3297
17.0,3297/20130628_173120.jpg,train,3297
19.0,3297/20130629_163118.jpg,train,3297
17.0,3297/20130704_153118.jpg,train,3297
17.0,3297/20130706_153112.jpg,train,3297
17.0,3297/20130710_190124.jpg,train,3297
17.0,3297/20130713_190132.jpg,train,3297
16.0,3297/20130714_153129.jpg,train,3297
21.0,3297/20130717_163113.jpg,train,3297
20.0,3297/20130717_200119.jpg,train,3297
20.0,3297/20130718_163118.jpg,train,3297
18.0,3297/20130720_153112.jpg,train,3297
19.0,3297/20130720_190124.jpg,train,3297
19.0,3297/20130721_180125.jpg,train,3297
21.0,3297/20130725_200134.jpg,train,3297
18.0,3297/20130726_163120.jpg,train,3297
18.0,3297/20130726_180127.jpg,train,3297
18.0,3297/20130728_190126.jpg,train,3297
21.0,3297/20130729_200134.jpg,train,3297
20.0,3297/20130730_180122.jpg,train,3297
20.0,3297/20130730_190117.jpg,train,3297
21.0,3297/20130801_200126.jpg,train,3297
18.0,3297/20130802_190116.jpg,train,3297
17.0,3297/20130803_153117.jpg,train,3297
20.0,3297/20130806_153120.jpg,train,3297
23.0,3297/20130807_190120.jpg,train,3297
21.0,3297/20130808_163112.jpg,train,3297
21.0,3297/20130809_153123.jpg,train,3297
20.0,3297/20130810_163127.jpg,train,3297
19.0,3297/20130813_180116.jpg,train,3297
19.0,3297/20130813_190126.jpg,train,3297
20.0,3297/20130814_173121.jpg,train,3297
19.0,3297/20130815_163125.jpg,train,3297
19.0,3297/20130815_180118.jpg,train,3297
19.0,3297/20130818_173112.jpg,train,3297
20.0,3297/20130822_190115.jpg,train,3297
19.0,3297/20130824_180122.jpg,train,3297
20.0,3297/20130824_200125.jpg,train,3297
15.0,3297/20130827_200121.jpg,train,3297
16.0,3297/20130828_173114.jpg,train,3297
16.0,3297/20130830_180137.jpg,train,3297
14.0,3297/20130831_153121.jpg,train,3297
18.0,3297/20130901_180122.jpg,train,3297
19.0,3297/20130902_153129.jpg,train,3297
20.0,3297/20130902_173111.jpg,train,3297
17.0,3297/20130903_163117.jpg,train,3297
16.0,3297/20130910_180119.jpg,train,3297
23.0,3297/20130912_173119.jpg,train,3297
15.0,3297/20130918_180118.jpg,train,3297
